No,Name Cafe,Place,Address,Phone,Rating,Reviews,Type,Hours
192,Ng'laras Coffee & Gelato,,"Jl. Gerilya No.813, RT.38/RW.10, Brontokusuman, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55153",82325658900,4.7,740,,"{Monday, 9.00 am–12.00 am; Tuesday, 9.00 am–12.00 am; Wednesday, 9.00 am–12.00 am; Thursday, 9.00 am–12.00 am; Friday, 9.00 am–12.00 am; Saturday, 9.00 am–12.00 am; Sunday, 9.00 am–12.00 am}"
193,Nilu Reserve,Sleman,"Jl. Cendrawasih No.35, Manukan, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",,4.3,486,Cafe,Open 24 Hours
194,Nimikri Bakery & Cafe,Gendokusuman,"Jl. Dr. Wahidin Sudirohusodo No.44b, Klitren, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55224",,4.9,182,Cafe,"{Monday, 9.00 am–10.00 pm; Tuesday, 9.00 am–10.00 pm; Wednesday, 9.00 am–10.00 pm; Thursday, 9.00 am–10.00 pm; Friday, 9.00 am–10.00 pm; Saturday, 9.00 am–10.00 pm; Sunday, 9.00 am–10.00 pm}"
195,Nol Kilometer Coffee & Tea Yogyakarta,,"Jl. Pangurakan No.04, Ngupasan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122",8882205555,4.7,852,,"{Monday, 7.00 am–11.00 pm; Tuesday, 7.00 am–11.00 pm; Wednesday, 7.00 am–11.00 pm; Thursday, 7.00 am–11.00 pm; Friday, 7.00 am–11.00 pm; Saturday, 7.00 am–11.00 pm; Sunday, 7.00 am–11.00 pm}"
196,NORDU Coffee & Eatery,Monjali,"69P9+PM3, Kutu Dukuh, Sinduadi, Kec. Mlati, Kabupaten Sleman, Daerah Istimewa Yogyakarta",,4.7,161,Cafe,Open 24 Hours
197,Noren Coffee & Roastery,Murah,"Jl. Sosrokusuman No.178-109, Suryatmajan, Kec. Danurejan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55213",85198543714,4.9,162,Cafe,"{Monday, 9.00 am–11.30 pm; Tuesday, 9.00 am–11.30 pm; Wednesday, 9.00 am–11.30 pm; Thursday, 9.00 am–11.30 pm; Friday, 9.00 am–11.30 pm; Saturday, 9.00 am–11.30 pm; Sunday, 9.00 am–11.30 pm}"
198,Nuju Coffee Sagan Yogyakarta | Coffee Shop Yogyakarta,Sleman,"69CH+9Q5, Jl. Prof. Dr. Ir. Herman Johannes No.1030, Terban, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55223",,4.9,"1,425",Cafe,Open 24 Hours
199,Nuju Coffee Seturan Yogyakarta,,"Jl. Seturan Raya, Kledokan, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",,5,"1,113",Cafe,Open 24 Hours
200,Nyore Coffee & Space,Jogja,"Jl. Margo Utomo No.79, Gowongan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233",0895-4172-52687,4.7,"1,496",Cafe,"{Monday, 7.00 am–12.00 am; Tuesday, 7.00 am–12.00 am; Wednesday, 7.00 am–12.00 am; Thursday, 7.00 am–12.00 am; Friday, 7.00 am–2.00 am; Saturday, 7.00 am–2.00 am; Sunday, 7.00 am–2.00 am}"
201,Oase Cafe & Resto - Tamansiswa,,"Jl. Taman Siswa No.31, Wirogunan, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55151",81225595758,4.5,806,,"{Monday, 3.00–11.00 pm; Tuesday, 3.00–11.00 pm; Wednesday, 3.00–11.00 pm; Thursday, 3.00–10.30 pm; Friday, 3.00–11.00 pm; Saturday, 3.00–11.00 pm; Sunday, Closed}"
202,Obie Cafe & Space,,"Jl. Pogung Raya, Pogung Kidul, Sinduadi, Kec. Mlati, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55284",87776437207,4.7,343,Cafe,"{Monday, 9.00 am–12.00 am; Tuesday, 9.00 am–12.00 am; Wednesday, 9.00 am–12.00 am; Thursday, 9.00 am–12.00 am; Friday, 9.00 am–12.00 am; Saturday, 9.00 am–12.00 am; Sunday, 9.00 am–12.00 am}"
203,OKID Cafe,,"Jl. Panembahan No.1-3, Panembahan, Kecamatan Kraton, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55131",81282228109,4.7,590,,"{Monday, 10.00 am–12.00 am; Tuesday, 10.00 am–12.00 am; Wednesday, 10.00 am–12.00 am; Thursday, 10.00 am–12.00 am; Friday, 10.00 am–12.00 am; Saturday, 10.00 am–12.00 am; Sunday, 10.00 am–12.00 am}"
204,Omah Dhuwur Coffee & Dining,,"Jl. Mondorakan No.252, Bodon, Jagalan, Kec. Kotagede, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55192",(0274)374952,4.5,"2,165",Cafe,"{Monday, 10.00 am–10.00 pm; Tuesday, 10.00 am–10.00 pm; Wednesday, 10.00 am–10.00 pm; Thursday, 10.00 am–10.00 pm; Friday, 10.00 am–10.00 pm; Saturday, 10.00 am–10.00 pm; Sunday, 10.00 am–10.00 pm}"
205,Omah Kalang Coffee and Space ꧋ꦎꦩꦃꦏꦭꦁꦕꦺꦴꦥ꦳꧀ꦥ꦳ꦺꦪꦺꦄꦤ꧀ꦝ꧀ꦱ꧀ꦥꦕꦺ,Jogja,"Jl. Tegal Gendu No.28, Prenggan, Kec. Kotagede, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55172",8811417107,4.4,464,Cafe,"{Monday, 8.00 am–10.30 pm; Tuesday, 8.00 am–10.30 pm; Wednesday, 8.00 am–10.30 pm; Thursday, 8.00 am–10.30 pm; Friday, 8.00 am–10.30 pm; Saturday, 8.00 am–10.30 pm; Sunday, 8.00 am–10.30 pm}"
206,OMORE Coffee,,"Jl. Palagan Tentara Pelajar No.38A, Mudal, Sariharjo, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55581",,4.6,225,Cafe,"{Monday, 8.00 am–11.00 pm; Tuesday, 8.00 am–11.00 pm; Wednesday, 8.00 am–11.00 pm; Thursday, 8.00 am–11.00 pm; Friday, 8.00 am–11.00 pm; Saturday, 8.00 am–11.00 pm; Sunday, 8.00 am–11.00 pm}"
207,Opera Pastry Cafe,,"Jl. R.W. Monginsidi No.19, Karangwaru, Kec. Tegalrejo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55241",81139007619,4.8,861,,"{Monday, 8.00 am–11.00 pm; Tuesday, 8.00 am–11.00 pm; Wednesday, 8.00 am–11.00 pm; Thursday, 8.00 am–11.00 pm; Friday, 9.00 am–11.00 pm; Saturday, 8.00 am–11.00 pm; Sunday, 8.00 am–11.00 pm}"
208,OPPIO,Sleman,"Jl. Nglengkong Besi No.11, Area Sawah, Sukoharjo, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55581",81239999082,4.3,834,Cafe,"{Monday, 2.00–10.00 pm; Tuesday, Closed; Wednesday, 2.00–10.00 pm; Thursday, 2.00–10.00 pm; Friday, 2.00–10.00 pm; Saturday, 2.00–10.00 pm; Sunday, 2.00–10.00 pm}"
209,Otadan Restaurant,,"Dero Wetan, Harjobinangun, Pakem, Sleman Regency, Special Region of Yogyakarta 55582",82142003131,4.2,"1,297",Cafe,"{Monday, 9.00 am–10.00 pm; Tuesday, 9.00 am–10.00 pm; Wednesday, 9.00 am–10.00 pm; Thursday, 9.00 am–10.00 pm; Friday, 9.00 am–10.00 pm; Saturday, 9.00 am–10.00 pm; Sunday, 9.00 am–10.00 pm}"
210,Paddys Cafe & Eatery,,"Jl. Pramuka No.10, Krandohan, Trirenggo, Kec. Bantul, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55714",85940752755,4.5,474,Cafe,"{Monday, 11.00 am–11.00 pm; Tuesday, 11.00 am–11.00 pm; Wednesday, 11.00 am–11.00 pm; Thursday, 11.00 am–11.00 pm; Friday, 11.00 am–11.00 pm; Saturday, 11.00 am–11.00 pm; Sunday, 11.00 am–11.00 pm}"
211,Panenila,Sleman,"Jl. Candimendiro No.7, Candi Karang, Sardonoharjo, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55581",85888770266,4.1,553,Cafe,"{Monday, 12.00 pm–1.00 am; Tuesday, 12.00 pm–1.00 am; Wednesday, 12.00 pm–1.00 am; Thursday, 12.00 pm–1.00 am; Friday, 12.00 pm–1.00 am; Saturday, 12.00 pm–1.00 am; Sunday, 12.00 pm–1.00 am}"
212,Pas Podjok Coffee & Eatery,,"Jalan Professor Doktor Wirjono Projodikoro, Jl. Ringroad Selatan Tegal Krapyak No.RT.01, Panggungharjo, Kec. Sewon, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55188",,4.6,"1,114",Cafe,"{Monday, 9.00 am–11.00 pm; Tuesday, 9.00 am–11.00 pm; Wednesday, 9.00 am–11.00 pm; Thursday, 9.00 am–11.00 pm; Friday, 9.00 am–11.00 pm; Saturday, 9.00 am–11.00 pm; Sunday, 9.00 am–11.00 pm}"
213,Peachy Coffee & Work Space,,"Jl. Taman Siswa No.108 C, Wirogunan, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55151",81322553818,4.6,"1,354",,"{Monday, 9.00 am–11.00 pm; Tuesday, 9.00 am–11.00 pm; Wednesday, 9.00 am–11.00 pm; Thursday, 9.00 am–11.00 pm; Friday, 9.00 am–11.00 pm; Saturday, 9.00 am–11.00 pm; Sunday, 9.00 am–11.00 pm}"
214,Peacockoffie Palagan,,"Jl. Palagan Tentara Pelajar No.61C, Panggung Sari, Sariharjo, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55581",(0274)2880215,4.3,"1,994",Cafe,Open 24 Hours
215,Pengantar Kopi,,"Gang Hansip Karno Waluyo Tukangan, Jl. Tegal Panggung DN II No.664, Tegal Panggung, Kec. Danurejan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55212",87745481347,4.6,352,,"{Monday, 9.00 am–12.00 am; Tuesday, 9.00 am–12.00 am; Wednesday, 9.00 am–12.00 am; Thursday, 9.00 am–12.00 am; Friday, 9.00 am–12.00 am; Saturday, 9.00 am–12.00 am; Sunday, 9.00 am–12.00 am}"
216,Perdipe Coffee Palagan Jogja,,"Jl. Palagan Tentara Pelajar No.27, Sedan, Sariharjo, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55581",81327766621,4.7,550,Cafe,"{Monday, 8.00 am–12.00 am; Tuesday, 8.00 am–12.00 am; Wednesday, 8.00 am–12.00 am; Thursday, 8.00 am–12.00 am; Friday, 8.00 am–12.00 am; Saturday, 8.00 am–12.00 am; Sunday, 8.00 am–12.00 am}"
217,Petty Pot,,"Jl. Sabirin No.16, Kotabaru, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55224",,4.7,164,Cafe,"{Monday, 7.00 am–10.00 pm; Tuesday, 7.00 am–10.00 pm; Wednesday, 7.00 am–10.00 pm; Thursday, 7.00 am–10.00 pm; Friday, 7.00 am–10.00 pm; Saturday, 7.00 am–10.00 pm; Sunday, 7.00 am–10.00 pm}"
218,Phin Kopi -------- Coffee & Eatery --------,,"Jl. Bumijo No.2, Bumijo, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55231",89603331176,4.5,338,,"{Monday, 8.00 am–9.00 pm; Tuesday, 8.00 am–9.00 pm; Wednesday, 8.00 am–9.00 pm; Thursday, 8.00 am–9.00 pm; Friday, 8.00 am–9.00 pm; Saturday, 8.00 am–9.00 pm; Sunday, 8.00 am–9.00 pm}"
219,Pier Coffee,Murah,"Jl. Bumijo Tengah No.11, RW.001, Bumijo, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55231",,4.8,568,Cafe,"{Monday, 9.00 am–11.00 pm; Tuesday, 9.00 am–11.00 pm; Wednesday, 9.00 am–11.00 pm; Thursday, 9.00 am–11.00 pm; Friday, 9.00 am–11.00 pm; Saturday, 9.00 am–11.00 pm; Sunday, 9.00 am–11.00 pm}"
220,Piezo Kopi Yogyakarta,,"Jl. Sukonandi No.9, Semaki, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55166",,4.7,413,Cafe,"{Monday, 8.00 am–2.00 am; Tuesday, 8.00 am–2.00 am; Wednesday, 8.00 am–2.00 am; Thursday, 8.00 am–2.00 am; Friday, 8.00 am–2.00 am; Saturday, 8.00 am–2.00 am; Sunday, 8.00 am–2.00 am}"
221,Piyama Cafe Yogyakarta,,"Jl. Pangeran Diponegoro No.87, Bumijo, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55231",8112658989,4.7,327,,"{Monday, 6.00 am–10.00 pm; Tuesday, 6.00 am–10.00 pm; Wednesday, 6.00 am–10.00 pm; Thursday, 6.00 am–10.00 pm; Friday, 6.00 am–10.00 pm; Saturday, 6.00 am–10.00 pm; Sunday, 6.00 am–10.00 pm}"
222,Podocarpus by Moikai,,"Jalan Podocarpus, Sagan, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta",,4.9,279,Cafe,"{Monday, 7.00 am–10.00 pm; Tuesday, 7.00 am–10.00 pm; Wednesday, 7.00 am–10.00 pm; Thursday, 7.00 am–10.00 pm; Friday, 7.00 am–10.00 pm; Saturday, 7.00 am–10.00 pm; Sunday, 7.00 am–10.00 pm}"
223,POENOKAWAN CAFE RESTO & GALLERY,,"Jl. KH. Ahmad Dahlan No.71, RW.08, Notoprajan, Ngampilan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55262",,4.6,288,,"{Monday, 9.00 am–11.00 pm; Tuesday, 9.00 am–11.00 pm; Wednesday, 9.00 am–11.00 pm; Thursday, 9.00 am–11.00 pm; Friday, 9.00 am–11.00 pm; Saturday, 9.00 am–11.00 pm; Sunday, 9.00 am–11.00 pm}"
224,POFFEN,,"Jl. Pakuningratan No.21 Kel. Cokrodiningratan ; Kec. Jetis Special Region of, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233",8121515787,4.8,959,Cafe,"{Monday, 8.00 am–10.00 pm; Tuesday, 8.00 am–10.00 pm; Wednesday, 8.00 am–10.00 pm; Thursday, 8.00 am–10.00 pm; Friday, 8.00 am–10.00 pm; Saturday, 8.00 am–10.00 pm; Sunday, 8.00 am–10.00 pm}"
225,PRADA ESPRESSO,Prawirotaman,"Jl. Perumnas, Kledokan, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",,4.6,656,Cafe,"{Monday, 8.00 am–11.00 pm; Tuesday, 8.00 am–11.00 pm; Wednesday, 8.00 am–11.00 pm; Thursday, 8.00 am–11.00 pm; Friday, 8.00 am–11.00 pm; Saturday, 8.00 am–11.00 pm; Sunday, 8.00 am–11.00 pm}"
226,Punika Deli,,"Royal Ambarrukmo Lobby, Jl. Laksda Adisucipto No.81, Ambarukmo, Caturtunggal, Depok, Yogyakarta, Special Region of Yogyakarta 55281",274488488,4.7,438,Cafe,"{Monday, 8.00 am–11.00 pm; Tuesday, 8.00 am–11.00 pm; Wednesday, 8.00 am–11.00 pm; Thursday, 8.00 am–11.00 pm; Friday, 8.00 am–11.00 pm; Saturday, 8.00 am–11.00 pm; Sunday, 8.00 am–11.00 pm}"
227,R3 CAFE,,"Brajan, Tamantirto, Kasihan, Bantul Regency, Special Region of Yogyakarta 55184",85325438689,4.3,897,,"{Monday, 10.00 am–12.00 am; Tuesday, 10.00 am–12.00 am; Wednesday, 10.00 am–12.00 am; Thursday, 10.00 am–12.00 am; Friday, 10.00 am–12.00 am; Saturday, 10.00 am–12.00 am; Sunday, 10.00 am–12.00 am}"
228,Rambat Coffee & Space,Nologaten,"Jl. Perumnas No.240a, Nologaten, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",,4.8,696,Cafe,"{Monday, 8.30 am–11.00 pm; Tuesday, 8.30 am–11.00 pm; Wednesday, 8.30 am–11.00 pm; Thursday, 8.30 am–11.00 pm; Friday, 8.30 am–11.00 pm; Saturday, 8.30 am–11.00 pm; Sunday, 8.30 am–11.00 pm}"
229,Ramble Coffee Gading,,"Jl. Mayjend Sutoyo No.9, Mantrijeron, Kec. Mantrijeron, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55143",85179912877,4.9,313,Cafe,"{Monday, 7.00 am–2.00 am; Tuesday, 7.00 am–2.00 am; Wednesday, 7.00 am–2.00 am; Thursday, 7.00 am–2.00 am; Friday, 7.00 am–2.00 am; Saturday, 7.00 am–2.00 am; Sunday, 7.00 am–2.00 am}"
230,Relasi Co-Working Space,,"69RG+JJ9, Jl. Pogung Baru Blk. E No.34, Pogung Kidul, Sinduadi, Kec. Mlati, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55284",88985188838,4.5,"2,100",Cafe,"{Monday, 9.00 am–12.00 am; Tuesday, 9.00 am–12.00 am; Wednesday, 9.00 am–12.00 am; Thursday, 9.00 am–12.00 am; Friday, 9.00 am–12.00 am; Saturday, 9.00 am–12.00 am; Sunday, 9.00 am–12.00 am}"
231,Restless Coffee & Eatery,,"Jl. Gayam No.3, Baciro, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55225",87866885757,4.7,366,Cafe,"{Monday, 10.00 am–11.30 pm; Tuesday, 10.00 am–11.30 pm; Wednesday, 10.00 am–11.30 pm; Thursday, 10.00 am–11.30 pm; Friday, 10.00 am–11.30 pm; Saturday, 10.00 am–11.30 pm; Sunday, 10.00 am–11.30 pm}"
232,Resto dan Cafe Jogja Isvara Kitchen & Coffee,,"Jl. Sultan Agung No.60, Wirogunan, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55244",87733445562,4.5,"1,332",Cafe,"{Monday, 11.00 am–12.00 am; Tuesday, 11.00 am–12.00 am; Wednesday, 11.00 am–12.00 am; Thursday, 11.00 am–12.00 am; Friday, 11.00 am–12.00 am; Saturday, 11.00 am–12.00 am; Sunday, 10.00 am–11.00 pm}"
233,Ropang Village,,"Jl. Kranji, Randuguang, Sariharjo, Kec. Ngaglik, Yogyakarta, Daerah Istimewa Yogyakarta 55581",81387871655,4.7,491,Cafe,"{Monday, 4.00–11.45 pm; Tuesday, 4.00–11.45 pm; Wednesday, 4.00–11.45 pm; Thursday, 4.00–11.45 pm; Friday, 4.00–11.45 pm; Saturday, 4.00 pm–12.45 am; Sunday, 4.00–11.45 pm}"
234,Ruang JAKA Coffee & Free Wifi,,"Jl. Polowijan No.17B, Patehan, Kecamatan Kraton, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55133",85878072278,4.8,384,,"{Monday, 8.00 am–11.00 pm; Tuesday, 8.00 am–11.00 pm; Wednesday, 8.00 am–11.00 pm; Thursday, 8.00 am–11.00 pm; Friday, 8.00 am–11.00 pm; Saturday, 8.00 am–11.00 pm; Sunday, 8.00 am–11.00 pm}"
235,Rubah Coffee,,"Jl. Kayen Raya No.176, Kayen, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55283",81122225171,4.7,91,Cafe,"{Monday, 8.00 am–12.00 am; Tuesday, 8.00 am–12.00 am; Wednesday, 8.00 am–12.00 am; Thursday, 8.00 am–12.00 am; Friday, 8.00 am–3.00 am; Saturday, 8.00 am–3.00 am; Sunday, 8.00 am–3.00 am}"
236,SABIN by Seken Living,,"Jl. Ngaglik, Karanglo, Sukoharjo, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55581",,4.6,"1,434",Cafe,"{Monday, 10.00 am–9.00 pm; Tuesday, 10.00 am–9.00 pm; Wednesday, 10.00 am–9.00 pm; Thursday, 10.00 am–9.00 pm; Friday, 10.00 am–9.00 pm; Saturday, 10.00 am–9.00 pm; Sunday, 10.00 am–9.00 pm}"
237,Saka Coffee Yogyakarta,,"Jl. Bener No.4, Bener, Kec. Tegalrejo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55243",85891534419,4.7,976,Cafe,"{Monday, 9.00 am–10.00 pm; Tuesday, 9.00 am–10.00 pm; Wednesday, 9.00 am–10.00 pm; Thursday, 9.00 am–10.00 pm; Friday, 9.00 am–11.00 pm; Saturday, 7.00 am–11.00 pm; Sunday, 7.00 am–10.00 pm}"
238,Sapa Seduh,Sorosutan,"Jl. Lowanu No.105, Sorosutan, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 63361",0882-0076-73321,4.8,742,Cafe,"{Monday, 8.00 am–12.00 am; Tuesday, 8.00 am–12.00 am; Wednesday, 8.00 am–12.00 am; Thursday, 8.00 am–12.00 am; Friday, 8.00 am–12.00 am; Saturday, 8.00 am–12.00 am; Sunday, 8.00 am–12.00 am}"
239,Sapulu Coffee,,"Jl. Panembahan Mangkurat No.10, Panembahan, Kecamatan Kraton, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55131",(0274)4289475,4.6,625,Cafe,"{Monday, 7.00 am–10.00 pm; Tuesday, 7.00 am–10.00 pm; Wednesday, 7.00 am–10.00 pm; Thursday, 7.00 am–10.00 pm; Friday, 7.00 am–10.00 pm; Saturday, 7.00 am–10.00 pm; Sunday, 7.00 am–10.00 pm}"
240,Sasmaka Dining & Cafe,Jogja,"Jl. Raya Ngemplak, Kemasan, Widodomartani, Kec. Ngemplak, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55584",81288858100,4.6,520,Cafe,"{Monday, 11.00 am–8.30 pm; Tuesday, 11.00 am–8.30 pm; Wednesday, 11.00 am–8.30 pm; Thursday, 11.00 am–8.30 pm; Friday, 11.00 am–8.30 pm; Saturday, 11.00 am–8.30 pm; Sunday, 11.00 am–8.30 pm}"
241,Satu Lokasi Coffee & Store,,"Jl. Sareh No.5, Kotabaru, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55224",85962362576,4.7,314,,"{Monday, 7.00 am–10.00 pm; Tuesday, 7.00 am–10.00 pm; Wednesday, 7.00 am–10.00 pm; Thursday, 7.00 am–10.00 pm; Friday, 7.00 am–10.00 pm; Saturday, 7.00 am–10.00 pm; Sunday, 7.00 am–10.00 pm}"
242,Sebelas Coffee - Balcos Compound,,"Jl. Kedawung, Nologaten, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",85117439369,4.5,226,Cafe,Open 24 Hours
243,Sebelas Coffee - Gejayan,,"Jl. Affandi No.31, Mrican, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55222",85117439369,4.1,73,Cafe,Open 24 Hours
244,Sebelas Coffee - HOS COKRO,,"Jl. HOS Cokroaminoto No.123, Tegalrejo, Kec. Tegalrejo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55253",85117439369,4.1,191,Cafe,Open 24 Hours
245,Sebelas Coffee - Monjali,Gejayan,"Monjali St No.111, Gemawang, Sinduadi, Mlati, Sleman Regency, Special Region of Yogyakarta 55288",85117439369,4.5,543,Cafe,Open 24 Hours
246,Sebelas Coffee - Veteran,,"Jl. Pandeyan No.24, Pandeyan, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55161",85117439369,4.6,253,Cafe,Open 24 Hours
247,Sebelas Coffee GO,murah,"Jl. Cemp. No.148, Perumnas Condong Catur, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",85117439369,4.2,11,Cafe,Open 24 Hours
248,Secret Garden Coffee and Chocolate,,"59X3+RHV, Jl. Prof. DR. Ki Amri Yahya No.2, Pakuncen, Wirobrajan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55253",,4.4,"4,092",,"{Monday, 3.00–11.00 pm; Tuesday, 3.00–11.00 pm; Wednesday, 3.00–11.00 pm; Thursday, 3.00–11.00 pm; Friday, 3.00–11.00 pm; Saturday, 3.00–11.00 pm; Sunday, 3.00–11.00 pm}"
249,Segara by Inessya,,"Jl. Ke Puncak Tim., Rejosari, Kemadang, Kec. Tanjungsari, Kabupaten Gunungkidul, Daerah Istimewa Yogyakarta 55881",81390730025,4.1,587,Cafe,"{Monday, 11.00 am–7.00 pm; Tuesday, 11.00 am–7.00 pm; Wednesday, 11.00 am–7.00 pm; Thursday, 11.00 am–7.00 pm; Friday, 11.00 am–7.00 pm; Saturday, 11.00 am–7.00 pm; Sunday, 11.00 am–7.00 pm}"
250,Sellie Coffee,,"NG 3, Jl. Gerilya No.822, RT.039/RW.010, Brontokusuman, Kec. Mergangsan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55153",(0274)384916,4.5,928,,"{Monday, Closed; Tuesday, 8.00 am–11.30 pm; Wednesday, 8.00 am–11.30 pm; Thursday, 8.00 am–11.30 pm; Friday, 8.00 am–11.30 pm; Saturday, 8.00 am–11.30 pm; Sunday, 8.00 am–11.30 pm}"
251,Selonjor Coffee Lor Malioboro,,"Jl. P. Mangkubumi No.51, RW.001, Gowongan, Kec. Jetis, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55233",85717798982,4.8,185,,"{Monday, 10.00 am–12.00 am; Tuesday, 10.00 am–12.00 am; Wednesday, 10.00 am–12.00 am; Thursday, 10.00 am–12.00 am; Friday, 10.00 am–12.00 am; Saturday, 10.00 am–12.00 am; Sunday, 10.00 am–12.00 am}"
252,Sender Coffee // Emma's Personal Space,,"Jl. Cenderawasih No.32 B, Demangan, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",8952892212,4.5,207,Cafe,Open 24 Hours
253,SENJA Coffee & Memories,,"Jl. Kaliurang No.36 km 4, RW.5, Kocoran, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281",8885855855,4.6,"1,207",,"{Monday, 8.00 am–11.00 pm; Tuesday, 8.00 am–11.00 pm; Wednesday, 8.00 am–11.00 pm; Thursday, 8.00 am–11.00 pm; Friday, 8.00 am–11.00 pm; Saturday, 8.00 am–11.00 pm; Sunday, 8.00 am–11.00 pm}"
254,Sepakat Coffee,,"Jl. Wahid hasyim No.187A dn, Ngropoh, Condongcatur, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55262",87715307300,4.6,596,Cafe,"{Monday, 7.00 am–11.00 pm; Tuesday, 7.00 am–11.00 pm; Wednesday, 7.00 am–11.00 pm; Thursday, 7.00 am–11.00 pm; Friday, 7.00 am–11.00 pm; Saturday, 7.00 am–11.00 pm; Sunday, 7.00 am–11.00 pm}"
255,Seraya Coffee and Space Jogja,Sleman,"Jl. Magelang, Rogoyudan, Sinduadi, Kec. Mlati, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55242",87762707569,4.5,92,Cafe,"{Monday, 8.00 am–12.00 am; Tuesday, 8.00 am–12.00 am; Wednesday, 8.00 am–12.00 am; Thursday, 8.00 am–12.00 am; Friday, 8.00 am–12.00 am; Saturday, 8.00 am–12.00 am; Sunday, 8.00 am–12.00 am}"
256,Seven Stones Coffee Shop,,"Karang Wuni, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55284",87743605875,4.6,"1,029",,"{Monday, 9.00 am–11.00 pm; Tuesday, 9.00 am–11.00 pm; Wednesday, 9.00 am–11.00 pm; Thursday, 9.00 am–11.00 pm; Friday, 9.00 am–11.00 pm; Saturday, 9.00 am–11.00 pm; Sunday, 9.00 am–11.00 pm}"
